Date,Watch time (minutes),Views,Average view duration (minutes),Average percentage viewed,Unique cookies (web only),Watch time (hours),Subscriber views,Subscriber minutes watched,Card clicks,Card impressions,Card click rate,Card teaser clicks,Card teaser impressions,Card teaser click rate,Total estimated earnings (USD),YouTube Red earnings (USD),Ad earnings (USD),AdSense earnings (USD),DoubleClick earnings (USD),Transaction earnings (USD),Transactions,Earnings per transaction (USD),Estimated monetized playbacks,Playback-based CPM (USD),Impressions,Impression-based CPM (USD),Gross revenue (USD),YouTube Red watch time (minutes),YouTube Red views,YouTube Red watch time (hours),Clicks,Clickable impressions,Click through rate,Closes,Closable impressions,Close rate,Impressions,Videos published,Videos added,Likes,Likes added,Likes removed,Dislikes,Dislikes added,Dislikes removed,Shares,Comments,Favorites,Favorites added,Favorites removed,Videos in playlists,Videos added to playlists,Videos removed from playlists,Subscribers,Subscribers gained,Subscribers lost
"Jun 12, 2015",241,165,1.46,28.68,120,4,0,0,0,0,0.00,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,15,0.00,1,15,6.67,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0
"Jun 13, 2015",222,146,1.52,29.79,106,4,1,2,0,0,0.00,0,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,6,0.00,0,6,0.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1
"Jun 14, 2015",392,233,1.68,36.12,165,7,2,2,0,0,0.00,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,4,12,33.33,1,12,8.33,12,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"Jun 15, 2015",309,188,1.64,33.33,137,5,4,6,0,0,0.00,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,4,0.00,0,4,0.00,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1
"Jun 16, 2015",337,262,1.29,27.01,183,6,7,12,0,0,0.00,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,16,6.25,5,16,31.25,16,1,0,2,2,0,0,0,0,0,1,0,0,0,3,4,1,0,0,0
"Jun 17, 2015",304,213,1.43,29.87,143,5,3,3,0,0,0.00,0,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,18,0.00,3,19,15.79,19,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"Jun 18, 2015",435,240,1.81,37.53,169,7,2,4,0,0,0.00,0,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,2,16,12.50,1,16,6.25,16,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,1,0,0,0
"Jun 19, 2015",422,241,1.75,35.57,145,7,1,0,0,0,0.00,0,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,13,7.69,3,13,23.08,13,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,1,2,0,0,0
"Jun 20, 2015",278,209,1.33,26.28,137,5,0,0,0,0,0.00,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,21,0.00,5,21,23.81,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Jun 21, 2015",422,276,1.53,31.81,164,7,23,27,0,0,0.00,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,5,0.00,1,5,20.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1
"Jun 22, 2015",413,309,1.34,28.45,165,7,73,76,0,0,0.00,0,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,26,0.00,2,26,7.69,26,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,2,-1,0,1
"Jun 23, 2015",396,234,1.69,33.52,175,7,2,0,0,0,0.00,0,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,11,0.00,3,11,27.27,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0
"Jun 24, 2015",469,313,1.50,35.58,176,8,54,81,0,0,0.00,0,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,36,2.78,5,36,13.89,36,1,1,3,3,0,0,0,0,0,1,0,0,0,5,5,0,2,2,0
"Jun 25, 2015",467,285,1.64,34.57,137,8,8,11,0,0,0.00,0,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,31,0.00,7,31,22.58,31,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,2,0,0,0
"Jun 26, 2015",222,182,1.22,25.63,130,4,3,2,0,0,0.00,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,6,0.00,2,6,33.33,6,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,0,0,0
"Jun 27, 2015",327,261,1.25,25.45,134,5,17,29,0,0,0.00,0,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,16,0.00,3,17,17.65,17,1,1,4,4,0,0,0,0,0,1,0,0,0,6,7,1,0,0,0
"Jun 28, 2015",395,304,1.30,31.28,168,7,40,48,0,0,0.00,0,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,6,0.00,0,6,0.00,6,1,1,2,2,0,0,0,0,0,2,0,0,0,2,4,2,0,1,1
"Jun 29, 2015",202,166,1.22,26.81,127,3,11,14,0,0,0.00,0,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,5,0.00,0,5,0.00,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,7,-1,0,1
"Jun 30, 2015",307,187,1.64,34.76,132,5,9,32,0,0,0.00,0,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,6,0.00,0,6,0.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Jul 01, 2015",352,223,1.58,34.17,151,6,15,35,0,0,0.00,0,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,9,0.00,1,9,11.11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
"Jul 02, 2015",295,211,1.40,28.93,139,5,6,9,0,0,0.00,0,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,15,0.00,4,15,26.67,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0
"Jul 03, 2015",279,194,1.44,28.97,123,5,11,6,0,0,0.00,0,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,10,0.00,0,10,0.00,10,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,1,-1,0,1
"Jul 04, 2015",265,170,1.56,31.28,109,4,6,2,0,0,0.00,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,6,0.00,2,6,33.33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jul 05, 2015",309,200,1.55,32.15,128,5,4,6,0,6,0.00,2,6,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,6,0.00,0,6,0.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0
"Jul 06, 2015",267,204,1.31,26.63,148,4,3,3,0,0,0.00,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,12,0.00,2,12,16.67,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Jul 07, 2015",372,233,1.60,33.36,162,6,2,1,0,0,0.00,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,10,0.00,0,10,0.00,10,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Jul 08, 2015",287,192,1.49,30.25,132,5,2,0,0,0,0.00,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,6,0.00,2,6,33.33,6,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,1,0,0,0
"Jul 09, 2015",384,237,1.62,33.32,145,6,18,46,0,0,0.00,0,26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,14,0.00,1,14,7.14,14,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,3,4,1
"Jul 10, 2015",360,208,1.73,34.31,135,6,3,1,0,0,0.00,0,27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,2,22,9.09,4,22,18.18,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"Jul 11, 2015",250,188,1.33,25.52,110,4,1,2,0,0,0.00,0,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,17,0.00,2,17,11.76,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Jul 12, 2015",302,185,1.63,32.90,135,5,1,0,0,0,0.00,0,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,15,6.67,2,15,13.33,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Jul 13, 2015",346,220,1.57,33.00,143,6,1,5,0,0,0.00,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,14,7.14,3,14,21.43,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jul 14, 2015",456,282,1.62,33.80,148,8,22,67,0,0,0.00,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,0,0.00,0,0,0.00,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0
"Jul 15, 2015",349,246,1.42,29.31,143,6,14,42,0,0,0.00,0,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,21,0.00,3,21,14.29,21,0,0,0,0,0,0,0,0,0,2,0,0,0,-2,0,2,1,1,0
"Jul 16, 2015",305,193,1.58,34.45,133,5,11,32,0,0,0.00,0,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,8,12.50,0,8,0.00,8,0,0,2,2,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0
"Jul 17, 2015",294,203,1.45,29.24,129,5,10,7,0,0,0.00,0,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,18,0.00,7,18,38.89,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
"Jul 18, 2015",256,182,1.40,27.97,109,4,10,13,0,0,0.00,0,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,14,0.00,1,14,7.14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Jul 19, 2015",526,260,2.02,43.28,145,9,10,18,0,0,0.00,0,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,15,0.00,3,15,20.00,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jul 20, 2015",239,183,1.31,27.92,132,4,13,10,0,0,0.00,0,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,13,0.00,3,13,23.08,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jul 21, 2015",283,191,1.48,29.50,131,5,2,4,0,0,0.00,0,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,6,0.00,1,6,16.67,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jul 22, 2015",208,162,1.29,26.27,116,3,5,5,0,0,0.00,0,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,8,0.00,0,9,0.00,9,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0
"Jul 23, 2015",279,189,1.48,29.54,122,5,9,8,1,2,50.00,1,8,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,12,0.00,2,12,16.67,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Jul 24, 2015",203,172,1.18,23.92,129,3,2,0,0,0,0.00,0,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,15,0.00,1,15,6.67,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jul 25, 2015",232,166,1.40,27.97,115,4,0,0,0,0,0.00,0,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,14,0.00,2,14,14.29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,1
"Jul 26, 2015",753,284,2.65,55.79,133,13,4,10,0,0,0.00,0,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,15,0.00,3,16,18.75,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Jul 27, 2015",419,235,1.78,35.72,132,7,4,7,2,2,100.00,1,16,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,14,0.00,1,14,7.14,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Jul 28, 2015",287,207,1.38,29.34,126,5,7,10,0,0,0.00,0,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,15,0.00,5,15,33.33,15,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,1,1,1,0
"Jul 29, 2015",308,185,1.67,35.53,117,5,2,5,0,0,0.00,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,10,0.00,2,10,20.00,10,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"Jul 30, 2015",442,248,1.78,38.95,146,7,45,104,0,0,0.00,0,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,11,0.00,1,11,9.09,11,3,3,2,2,0,0,0,0,0,3,0,0,0,9,9,0,0,0,0
"Jul 31, 2015",265,201,1.32,29.86,129,4,28,47,0,0,0.00,0,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,10,0.00,1,10,10.00,10,2,2,1,1,0,0,0,0,0,1,0,0,0,10,10,0,0,0,0
"Aug 01, 2015",289,208,1.39,27.74,119,5,8,8,0,0,0.00,0,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,9,0.00,1,10,10.00,10,1,1,1,1,0,0,0,0,0,0,0,0,0,-2,1,3,-1,0,1
"Aug 02, 2015",304,181,1.68,33.50,116,5,15,31,0,0,0.00,0,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,9,0.00,4,10,40.00,10,0,0,0,1,1,1,1,0,0,0,0,0,0,-2,1,3,0,0,0
"Aug 03, 2015",355,207,1.71,32.84,141,6,7,18,1,1,100.00,0,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,9,0.00,2,9,22.22,9,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,-1,0,1
"Aug 04, 2015",430,255,1.69,35.26,144,7,27,59,0,0,0.00,0,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,14,0.00,4,14,28.57,14,1,1,4,4,0,0,0,0,0,2,0,0,0,6,7,1,1,1,0
"Aug 05, 2015",283,197,1.44,30.20,125,5,16,27,0,0,0.00,0,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,9,0.00,1,10,10.00,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0
"Aug 06, 2015",454,260,1.75,34.73,141,8,13,27,0,0,0.00,0,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,10,10.00,4,11,36.36,11,1,1,2,2,0,1,1,0,0,0,0,0,0,3,5,2,0,0,0
"Aug 07, 2015",348,202,1.72,35.80,121,6,6,19,0,0,0.00,0,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,24,0.00,0,24,0.00,24,0,0,0,0,0,0,0,0,0,2,0,0,0,14,21,7,0,0,0
"Aug 08, 2015",290,173,1.68,34.96,132,5,13,48,0,0,0.00,0,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,8,0.00,1,8,12.50,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Aug 09, 2015",459,234,1.96,39.12,138,8,23,80,0,0,0.00,0,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,17,0.00,2,20,10.00,20,1,1,2,2,0,0,0,0,0,0,0,0,0,6,7,1,1,1,0
"Aug 10, 2015",359,219,1.64,32.49,134,6,15,41,6,10,60.00,8,28,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,16,0.00,0,18,0.00,18,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Aug 11, 2015",369,263,1.40,28.85,175,6,0,0,0,0,0.00,0,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,15,0.00,3,16,18.75,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aug 12, 2015",433,286,1.52,32.35,160,7,15,48,0,0,0.00,0,26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,21,4.76,3,21,14.29,21,1,1,1,1,0,0,0,0,2,1,0,0,0,-1,2,3,1,1,0
"Aug 13, 2015",476,248,1.92,40.40,161,8,60,188,0,0,0.00,0,37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,11,0.00,1,12,8.33,12,1,1,4,4,0,0,0,0,0,1,0,0,0,2,5,3,0,0,0
"Aug 14, 2015",391,345,1.13,23.55,162,7,11,20,0,2,0.00,2,29,6.90,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,14,0.00,1,17,5.88,17,0,0,0,0,0,2,2,0,0,0,0,0,0,1,11,10,2,2,0
"Aug 15, 2015",616,304,2.03,42.30,165,10,23,34,0,0,0.00,0,43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,12,0.00,1,12,8.33,12,1,1,1,1,0,1,1,0,0,1,0,0,0,2,5,3,-1,0,1
"Aug 16, 2015",382,252,1.52,32.39,182,6,30,53,0,0,0.00,0,46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,8,0.00,1,9,11.11,9,1,1,5,5,0,0,0,0,0,1,0,0,0,3,5,2,-1,0,1
"Aug 17, 2015",347,245,1.42,28.95,170,6,9,12,0,0,0.00,0,32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,13,7.69,1,14,7.14,14,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1
"Aug 18, 2015",565,347,1.63,35.06,176,9,8,19,0,0,0.00,0,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,14,0.00,1,14,7.14,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"Aug 19, 2015",422,270,1.56,32.28,175,7,14,31,0,2,0.00,1,42,2.38,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,7,0.00,2,8,25.00,8,1,1,1,1,0,0,0,0,0,1,0,0,0,5,5,0,1,1,0
"Aug 20, 2015",404,253,1.60,31.26,172,7,8,20,0,0,0.00,0,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,8,0.00,1,8,12.50,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aug 21, 2015",263,255,1.03,21.41,140,4,11,28,0,0,0.00,0,37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,15,0.00,2,15,13.33,15,1,1,1,1,0,0,0,0,0,0,0,0,0,6,7,1,-1,0,1
"Aug 22, 2015",419,268,1.56,33.47,157,7,28,51,0,1,0.00,1,43,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,28,3.57,1,28,3.57,28,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,0
"Aug 23, 2015",410,265,1.55,31.35,168,7,25,66,0,1,0.00,1,65,1.54,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,18,5.56,2,18,11.11,18,1,1,2,2,0,0,0,0,0,0,0,0,0,5,5,0,1,1,0
"Aug 24, 2015",357,270,1.32,26.85,177,6,4,4,1,1,100.00,1,43,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,9,0.00,3,9,33.33,9,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
"Aug 25, 2015",551,331,1.67,35.40,188,9,32,69,0,1,0.00,1,59,1.69,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,24,0.00,1,25,4.00,25,1,1,4,5,1,0,0,0,0,0,0,0,0,6,6,0,0,1,1
"Aug 26, 2015",420,268,1.57,32.62,167,7,20,34,0,0,0.00,0,60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,20,0.00,0,20,0.00,20,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0
"Aug 27, 2015",349,251,1.39,28.94,179,6,13,17,1,1,100.00,1,24,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,19,0.00,2,19,10.53,19,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,-2,0,2
"Aug 28, 2015",564,305,1.85,38.67,168,9,18,32,0,0,0.00,0,31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,13,0.00,0,13,0.00,13,1,1,1,1,0,0,0,0,2,0,0,0,0,3,4,1,0,0,0
"Aug 29, 2015",361,224,1.61,33.25,123,6,35,54,0,0,0.00,0,47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,20,5.00,2,20,10.00,20,1,1,1,1,0,0,0,0,0,0,1,1,0,3,4,1,1,1,0
"Aug 30, 2015",250,180,1.39,29.52,129,4,8,3,0,0,0.00,0,32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,1,20,5.00,0,21,0.00,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
"Aug 31, 2015",275,182,1.51,28.03,121,5,5,2,0,0,0.00,0,32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,15,0.00,2,17,11.76,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Sep 01, 2015",345,243,1.42,29.84,159,6,9,6,0,0,0.00,0,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,24,0.00,2,24,8.33,24,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,2,-1,0,1
"Sep 02, 2015",322,256,1.26,26.75,160,5,12,13,0,0,0.00,0,26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,17,0.00,2,17,11.76,17,1,1,0,0,0,2,2,0,0,0,0,0,0,1,2,1,0,0,0
"Sep 03, 2015",400,278,1.44,30.23,189,7,15,25,0,0,0.00,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,25,0.00,1,25,4.00,25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"Sep 04, 2015",331,236,1.40,29.55,150,6,8,7,0,0,0.00,0,31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,17,0.00,4,17,23.53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,2,1,1,0
"Sep 05, 2015",431,270,1.60,33.56,160,7,13,22,0,0,0.00,0,28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,15,0.00,4,15,26.67,15,1,1,1,1,0,0,0,0,0,1,0,0,0,3,3,0,1,1,0
"Sep 06, 2015",307,218,1.41,29.09,164,5,11,16,0,0,0.00,0,33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,,0,0,5,0.00,0,5,0.00,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
